StockNo,VIN,Year,Make,Model,Trim,Condition,Mileage,InventorySince,AgeinDays,InternetPrice,MSRP,InvoicePrice,ExteriorColor,InteriorColor,Location,ShowroomTitle,Options,Type,Length,SleepingCapacity,FuelType,AirConditioners,Awnings,LevelingJacks,Serial.No,Status,LotName,Storename,LocationDescription
"27492","F126801","2019","JAYCO","GREYHAWK","30XP","NEW","0","16 JUL 18","9","0.00","114,390.00","83,720.00","GOLD W/AWNING","BRINDLE","LFT","2019 JAYCO GREYHAWK 30XP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DESERT GOLD W/AWNING PAINT PKG^^DIXIE","CLASS C MH","30","0","","0","YES","NO","XK1BX0073","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27493","F645427","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","LFT","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","6K1XL0202","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27494","F110539","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","LFT","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","8K1XL0203","O","DEFUNIAK SPRINGS","DEFUNIAK SPRINGS",""
"27495","C522448","2019","PRIME TIME","AVENGER","32QBI","NEW","0","16 JUL 18","9","0.00","47,756.00","25,190.00","","PORTOBELLO","CLE","2019 PRIME TIME AVENGER 32QBI","AVENGER ADVANTAGE PACKAGE^^15000 BTU DUCTED A/C^^SLEEP N PLAY^^50 AMP SERVICE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","32","0","","0","NO","NO","","O","CALERA","CALERA",""
"27496","1F66F5DY4J0A18222","2019","JAYCO","PRECEPT","36A","NEW","0","16 JUL 18","9","0.00","148,851.00","108,335.00","OCEANCREST","CHATEAU","HMD","2019 JAYCO PRECEPT 36A","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^WASHER/DRYER^^PAINT, OCEANCREST^^DIXIE","CLASS A MH","36","0","","0","NO","NO","5K1UA0062","O","HAMMOND","HAMMOND",""
"27498","1F66F5DY8J0A22080","2019","JAYCO","PRECEPT","36A","NEW","0","16 JUL 18","9","0.00","136,951.00","99,835.00","","CHATEAU","HMD","2019 JAYCO PRECEPT 36A","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^WASHER/DRYER^^DIXIE","CLASS A MH","36","0","","0","NO","NO","0K1UA0079","O","HAMMOND","HAMMOND",""
"27499","L652075","2019","JAYCO","PRECEPT","33U","NEW","0","16 JUL 18","9","0.00","119,983.00","101,785.00","OTTER ROCK","CHATEAU","HMD","2019 JAYCO PRECEPT 33U","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^PAINT, OTTER ROCK^^DIXIE","CLASS A MH","33","0","","0","NO","NO","1K1UK0085","O","HAMMOND","HAMMOND",""
"27500","4YDT19019KT432558","2019","KEYSTONE RV","BULLET","1900RD","NEW","0","16 JUL 18","9","0.00","21,061.55","12,901.00","OXFORD GREY","GUN METAL","HMD","2019 KEYSTONE RV BULLET 1900RD","OXFORD GRAY^^CROSSFIRE PACKAGE^^RVIA SEAL^^DIXIE","TRAVEL TRAILER","19","0","","0","NO","NO","KT432558","O","HAMMOND","HAMMOND",""
"27501","4UZACGFE2JCKM1156","2019","TIFFIN","PHAETON","40 QKH","NEW","0","16 JUL 18","9","0.00","346,513.41","238,203.00","NASA","OPAL","HMD","2019 TIFFIN PHAETON 40 QKH","FCC CUMMINS 380 HP^^ALL ELECTRIC COACH^^HEATED TILE FLOOR^^EXTENDED CYCLE BATTERIES^^SOLAR PANEL PREP^^NASA FULL BODY PAINT^^OPAL INITERIOR^^CUMIN ULTRA LEATHER^^MOCHA WOOD CABINETS^^POLISHED IVORY FLOOR TILE^^IN MOTION SATELLITE DISH^^PREWIRE TRAVELER SATELLITE^^WINEGARD CONNECT^^1 EXTERIOR SLIDE TRAY^^SOLID NON OPENING WINDOW PS^^IN DASH NAVIGATIONAL SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^COOKTOP W/CONV MWAVE^^RES REFRIG W/ICE^^DISHWASHER^^ULTRA LTHR BOOTH DINETTE SLPR^^ULTRA LEATHER JACK KNIFE SOFA^^ULTRA LEATHER HIDE A BED DS^^LIFT TV PS^^SAFE^^MEMORY FOAM MATTRESS^^FRONT OH TV^^EXTERIOR LCD TV W/SOUNDBAR^^AQUA HOT HEATING SYSTEM^^GALLEY WINDOW^^FREIGHLINER CHASSIS","CLASS A MH","40","0","","0","NO","NO","40QKH114286199007","O","HAMMOND","HAMMOND",""
"27502","L498658","2019","JAYCO","ALANTE","31V","NEW","0","16 JUL 18","9","0.00","105,668.00","77,490.00","","ALBANY","HMD","2019 JAYCO ALANTE 31V","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^TV, BEDROOM^^DIXIE","CLASS A MH","31","0","","0","NO","NO","4K1AV0110","O","HAMMOND","HAMMOND",""
"27503","L659451","2019","JAYCO","ALANTE","31R","NEW","0","16 JUL 18","9","0.00","116,161.00","84,985.00","","NANTUCKET","HMD","2019 JAYCO ALANTE 31R","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^REFRIGERATOR, 12CF^^TV, BEDROOM^^DIXIE","CLASS A MH","31","0","","0","NO","NO","3K1AR0081","O","HAMMOND","HAMMOND",""
"27504","L860546","2019","JAYCO","PRECEPT","29V","NEW","0","16 JUL 18","9","0.00","122,076.00","89,210.00","","CHATEAU","HMD","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","0K1UV0095","O","HAMMOND","HAMMOND",""
"27505","L584148","2019","JAYCO","PRECEPT","29V","NEW","0","16 JUL 18","9","0.00","122,076.00","89,210.00","","CHATEAU","HMD","2019 JAYCO PRECEPT 29V","CUSTOMER VALUE PACKAGE^^BUNK, FRONT OVERHEAD^^DIXIE","CLASS A MH","29","0","","0","NO","NO","2K1UV0096","O","HAMMOND","HAMMOND",""
"27506","L233542","2019","JAYCO","ALANTE","29S","NEW","0","16 JUL 18","9","0.00","110,484.00","80,930.00","","ALBANY","HMD","2019 JAYCO ALANTE 29S","CUSTOM VALUE PACKAGE^^BUNK,  FRONT OVERHEAD^^REFRIGERATOR, 12CF^^DIXIE","CLASS A MH","29","0","","0","NO","NO","0K1AS0084","O","HAMMOND","HAMMOND",""
"27507","5VBPA57AXKA119010","2019","TIFFIN","PHAETON","40 IH","NEW","0","16 JUL 18","9","0.00","362,908.32","249,356.00","WHITE MAHOGANY","OPAL","HMD","2019 TIFFIN PHAETON 40 IH","POWERGLIDE^^ALL ELECTRIC COACH^^HEATED TILE FLOOR^^EXTENDED CYCLE BATTERIES^^SOLAR PANEL PREP^^WHITE MAHOGANY FULL BODY PAINT^^OPAL INITERIOR^^CUMIN ULTRA LEATHER^^MOCHA WOOD CABINETS^^POLISHED IVORY FLOOR TILE^^IN MOTION SATELLITE DISH^^PREWIRE TRAVELER SATELLITE^^WINEGARD CONNECT^^1 EXTERIOR SLIDE TRAY^^SOLID NON OPENING WINDOW PS^^IN DASH NAVIGATIONAL SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^COOKTOP W/CONV MWAVE^^RES REFRIG W/ICE^^DISHWASHER^^ULTRA LTHR BOOTH IN SLPR PS^^ULTRA LEATHER HIDE A BED DS^^ULTRA LEATHER JACK KNIFE SOFA^^LIFT TV PS^^SAFE^^AIR COMFORT MATTRESS - KING^^FRONT OH TV^^EXTERIOR LCD TV W/SOUNDBAR^^AQUA HOT HEATING SYSTEM^^GALLEY WINDOW^^POWERGLIDE CHASSIS","CLASS A MH","40","0","","0","NO","NO","40IH0114287199006","O","HAMMOND","HAMMOND",""
"27508","L988714","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","XK1XL0204","O","HAMMOND","HAMMOND",""
"27509","L795997","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","5K1XL0210","O","HAMMOND","HAMMOND",""
"27510","L591628","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","7K1XL0208","O","HAMMOND","HAMMOND",""
"27511","L915011","2019","JAYCO","REDHAWK","31XL","NEW","0","16 JUL 18","9","0.00","81,938.00","60,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 31XL","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","31","0","","0","NO","NO","9K1XL0209","O","HAMMOND","HAMMOND",""
"27512","5VBPA57A4KA119004","2019","TIFFIN","PHAETON","40 IH","NEW","0","16 JUL 18","9","0.00","361,732.32","248,556.00","MAROON CORAL","SIENNA","HMD","2019 TIFFIN PHAETON 40 IH","POWERGLIDE^^ALL ELECTRIC COACH^^HEATED TILE FLOOR^^EXTENDED CYCLE BATTERIES^^SOLAR PANEL PREP^^MAROON CORAL FULL BODY PAINT^^SIENNA INTERIOR^^CUMIN ULTRA LEATHER^^MOCHA WOOD CABINETS^^POLISHED IVORY FLOOR TILE^^IN MOTION SATELLITE DISH^^PREWIRE TRAVELER SATELLITE^^WINEGARD CONNECT^^1 EXTERIOR SLIDE TRAY^^SOLID NON OPENING WINDOW PS^^IN DASH NAVIGATIONAL SYSTEM^^MOBILEYE COLLISON AVOID SYS^^STACKED WASHER/DRYER^^COOKTOP W/CONV MWAVE^^RES REFRIG W/ICE^^DISHWASHER^^ULTRA LTHR BOOTH IN SLPR PS^^ULTRA LEATHER HIDE A BED DS^^ULTRA LEATHER JACK KNIFE SOFA^^LIFT TV PS^^SAFE^^MEMORY FOAM MATTRESS^^FRONT OH TV^^EXTERIOR LCD TV W/SOUNDBAR^^AQUA HOT HEATING SYSTEM^^GALLEY WINDOW^^POWERGLIDE CHASSIS","CLASS A MH","40","0","","0","NO","NO","40IH0114285199005","O","HAMMOND","HAMMOND",""
"27513","L603329","2019","JAYCO","GREYHAWK","30XP","NEW","0","16 JUL 18","9","0.00","114,390.00","82,220.00","DESERT GOLD W/AWNING","BRINDLE","HMD","2019 JAYCO GREYHAWK 30XP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DESERT GOLD W/AWNING PAINT PKG^^DIXIE","CLASS C MH","30","0","","0","YES","NO","1K1BX0074","O","HAMMOND","HAMMOND",""
"27514","L701768","2019","JAYCO","GREYHAWK","30XP","NEW","0","16 JUL 18","9","0.00","114,390.00","83,720.00","GOLD W/AWNING","BRINDLE","HMD","2019 JAYCO GREYHAWK 30XP","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DESERT GOLD W/AWNING PAINT PKG^^DIXIE","CLASS C MH","30","0","","0","YES","NO","8K1BX0072","O","HAMMOND","HAMMOND",""
"27515","L209674","2019","JAYCO","GREYHAWK","31FSP","NEW","0","16 JUL 18","9","0.00","103,778.00","76,140.00","","UMBER","HMD","2019 JAYCO GREYHAWK 31FSP","CUSTOMER VALUE PACKAGE^^TV, IN BUNKS^^DIXIE","CLASS C MH","31","0","","0","NO","NO","0K1BL0066","O","HAMMOND","HAMMOND",""
"27517","L440561","2019","JAYCO","GREYHAWK","31FSP","NEW","0","16 JUL 18","9","0.00","104,891.00","76,935.00","","BRINDLE","HMD","2019 JAYCO GREYHAWK 31FSP","CUSTOMER VALUE PACKAGE^^TV, IN BUNKS^^A/C 11,00 BTU^^DIXIE","CLASS C MH","31","0","","0","NO","NO","4K1BL0071","O","HAMMOND","HAMMOND",""
"27518","L859357","2019","JAYCO","GREYHAWK","29MV","NEW","0","16 JUL 18","9","0.00","100,334.00","73,680.00","","REGAL","HMD","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","XK1MV0198","O","HAMMOND","HAMMOND",""
"27519","L417182","2019","JAYCO","GREYHAWK","26Y","NEW","0","16 JUL 18","9","0.00","94,048.00","69,190.00","","CHIFFON","HMD","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","XK1MY0124","O","HAMMOND","HAMMOND",""
"27522","L657323","2019","JAYCO","GREYHAWK","29MV","NEW","0","17 JUL 18","8","0.00","100,334.00","73,680.00","","CHIFFON","HMD","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","0K1MV0193","O","HAMMOND","HAMMOND",""
"27523","L643904","2019","JAYCO","GREYHAWK","29MV","NEW","0","17 JUL 18","8","0.00","100,334.00","73,680.00","","CHIFFON","HMD","2019 JAYCO GREYHAWK 29MV","CUSTOMER VALUE PACKAGE^^REFRIGERATOR^^A/C 11,00 BTU^^DIXIE","CLASS C MH","29","0","","0","NO","NO","4K1MV0195","O","HAMMOND","HAMMOND",""
"27524","L820911","2019","JAYCO","GREYHAWK","26Y","NEW","0","17 JUL 18","8","0.00","94,048.00","69,190.00","","CHIFFON","HMD","2019 JAYCO GREYHAWK 26Y","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","1K1MY0125","O","HAMMOND","HAMMOND",""
"27525","WDAPF4CC4J9762600","2019","JAYCO","MELBOURNE","24AP","NEW","0","17 JUL 18","8","0.00","121,400.00","89,370.00","CANYON","HUDSON","HMD","2019 JAYCO MELBOURNE 24AP","CUSTOMER VALUE PACKAGE^^SHADE, SUN FOLDING WINDSHIELD^^GENERATOR, 3.2 KW DIESEL^^DIXIE","CLASS C MH","24","0","","0","NO","NO","6K1ZA0067","O","HAMMOND","HAMMOND",""
"27526","L564441","2019","JAYCO","REDHAWK","25R","NEW","0","17 JUL 18","8","0.00","78,788.00","58,290.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 25R","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","25","0","","0","NO","NO","7K1XR0120","O","HAMMOND","HAMMOND",""
"27527","L593591","2019","JAYCO","REDHAWK","26XD","NEW","0","17 JUL 18","8","0.00","78,438.00","58,040.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","0K1XD0188","O","HAMMOND","HAMMOND",""
"27528","L649455","2019","JAYCO","REDHAWK","26XD","NEW","0","17 JUL 18","8","0.00","78,438.00","58,040.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","1K1XD0183","O","HAMMOND","HAMMOND",""
"27529","L730823","2019","JAYCO","REDHAWK","26XD","NEW","0","17 JUL 18","8","0.00","78,438.00","56,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","2K1XD0175","O","HAMMOND","HAMMOND",""
"27530","L823483","2019","JAYCO","REDHAWK","26XD","NEW","0","17 JUL 18","8","0.00","78,438.00","58,040.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","5K1XD0185","O","HAMMOND","HAMMOND",""
"27531","L177807","2019","JAYCO","REDHAWK","26XD","NEW","0","17 JUL 18","8","0.00","78,438.00","56,540.00","","NANTUCKET","HMD","2019 JAYCO REDHAWK 26XD","CUSTOMER VALUE PACKAGE^^DIXIE","CLASS C MH","26","0","","0","NO","NO","7K1XD0186","O","HAMMOND","HAMMOND",""
"27534","573TR3728K3320866","2019","GRAND DESIGN","REFLECTION","312BHTS","NEW","0","17 JUL 18","8","0.00","57,322.15","34,471.00","","CAPPUCCINO","CLE","2019 GRAND DESIGN REFLECTION 3","REFLECTION TRAVEL TRAILER PEAC^^REFLECTION TRAVEL TRAILER ULTI^^REFLECTION TRAVEL TRAILER ARCT^^2' RECEIVER HITCH^^12' SIDE BY SIDE REFER UPGRADE^^BOOTH DINETTE^^2ND A/C 15K DUCTED^^RIVIA SEAL^^DIXIE","TRAVEL TRAILER","0","0","","0","NO","NO","K3320866","O","CALERA","CALERA",""
"27535","5ZT3CSVB0KG124269","2019","PRIME TIME","CRUSADER","297RSK","NEW","0","17 JUL 18","8","0.00","49,925.00","26,750.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 297RS","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG124269","O","CALERA","CALERA",""
"27536","5ZT3CSVB7KG124270","2019","PRIME TIME","CRUSADER","297RSK","NEW","0","17 JUL 18","8","0.00","49,925.00","26,750.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 297RS","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^RVIA SEAL^^DIXIE","5TH WHEEL","29","0","","0","NO","NO","CSG124270","O","CALERA","CALERA",""
"27537","5ZT3CSZB7KG124344","2019","PRIME TIME","CRUSADER","341RST","NEW","0","17 JUL 18","8","0.00","63,300.00","33,750.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 341RS","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","34","0","","0","NO","NO","CSG124344","O","CALERA","CALERA",""
"27539","5ZT3CSZB5KG124343","2019","PRIME TIME","CRUSADER","341RST","NEW","0","17 JUL 18","8","0.00","63,300.00","33,750.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 341RS","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","34","0","","0","NO","NO","CSG124343","O","CALERA","CALERA",""
"27540","5ZT3CSZB3KG124387","2019","PRIME TIME","CRUSADER","341RST","NEW","0","17 JUL 18","8","0.00","63,300.00","33,750.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 341RS","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","34","0","","0","NO","NO","CSG124387","O","CALERA","CALERA",""
"27541","5ZT3CS2B6KG124247","2019","PRIME TIME","CRUSADER","365RKB","NEW","0","17 JUL 18","8","0.00","68,050.00","36,250.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 365RK","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^12 CU FT REFER^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","CSG124247","O","CALERA","CALERA",""
"27542","5ZT3CS2B8KG124248","2019","PRIME TIME","CRUSADER","365RKB","NEW","0","17 JUL 18","8","0.00","350,950.00","36,250.00","","PORTOBELLO","CLE","2019 PRIME TIME CRUSADER 365RK","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^12 CU FT REFER^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","CSG124248","O","CALERA","CALERA",""
"27543","5ZT3CS2BXKG124249","2019","PRIME TIME","CRUSADER","365RKB","NEW","0","17 JUL 18","8","0.00","68,050.00","36,250.00","","CAFE","CLE","2019 PRIME TIME CRUSADER 365RK","CRUSADER ADVANTAGE PACKAGE^^FREE STANDING DINETTE WITH 4 C^^2ND A/C IN BEDROOM^^12 CU FT REFER^^KING BED^^RVIA SEAL^^DIXIE","5TH WHEEL","36","0","","0","NO","NO","CSG124249","O","CALERA","CALERA",""
"27554","5SFPB3628KE400118","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400118","O","HAMMOND","HAMMOND",""
"27555","5SFPB3626KE400117","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400117","O","HAMMOND","HAMMOND",""
"27557","5SFPB3624KE400116","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400116","O","HAMMOND","HAMMOND",""
"27558","5SFPB3622KE400115","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400115","O","HAMMOND","HAMMOND",""
"27559","5SFPB3620KE400114","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400114","O","HAMMOND","HAMMOND",""
"27560","5SFPB3629KE400113","2019","HEARTLAND","PROWLER","32LX","NEW","0","18 JUL 18","7","0.00","31,673.60","18,258.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 32LX","VALUE PACKAGE^^ADD 50 AMP SERVICE^^ADD 13.5 A/C IN BUNK ROOM^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","32","0","","0","YES","NO","KE400113","O","HAMMOND","HAMMOND",""
"27561","5SFPB3322KE400085","2019","HEARTLAND","PROWLER","30LX","NEW","0","18 JUL 18","7","0.00","27,081.90","15,557.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 30LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^REAR BOOTH DINETTE^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","30","0","","0","YES","NO","KE400085","O","HAMMOND","HAMMOND",""
"27562","5SFPB3329KE400083","2019","HEARTLAND","PROWLER","30LX","NEW","0","18 JUL 18","7","0.00","27,081.90","15,557.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 30LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^REAR BOOTH DINETTE^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","30","0","","0","YES","NO","KE400083","O","HAMMOND","HAMMOND",""
"27563","5SFPB3327KE400082","2019","HEARTLAND","PROWLER","30LX","NEW","0","18 JUL 18","7","0.00","27,081.90","15,557.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 30LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^REAR BOOTH DINETTE^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","30","0","","0","YES","NO","KE400082","O","HAMMOND","HAMMOND",""
"27565","5SFPB3323KE400077","2019","HEARTLAND","PROWLER","28LX","NEW","0","18 JUL 18","7","0.00","29,293.60","16,858.00","","CABERNET","HMD","2019 HEARTLAND PROWLER 28LX","VALUE PACKAGE^^STABILIZER JACKS^^SPARE TIRE AND CARRIER^^EXTERIOR SHOWER^^POWER AWNING W/LED LIGHTS^^POWER TONGUE JACK^^ENCLOSED UNDERBELLY^^OVEN^^NIGHT SHADES IN LIVING AREA AN^^15 A/C^^RVIA SEAL^^DPU^^DIXIE","TRAVEL TRAILER","28","0","","0","YES","NO","KE400077","O","HAMMOND","HAMMOND",""
